ticket_id,ticket_number,customer_id,subscription_id,opened_at,resolved_at,status,category,priority,channel,assignee,first_response_hours,csat_score
4285,TCK-004285,382,394,2023-05-30,2023-05-30,solved,feature_request,medium,chat,jonas.becker,2,5
4286,TCK-004286,382,394,2025-02-11,2025-02-11,solved,how_to,high,email,emma.cole,1,
4287,TCK-004287,382,394,2025-09-02,2025-09-02,solved,billing,high,email,priya.shah,1,
4288,TCK-004288,382,394,2023-05-13,2023-05-13,solved,bug,high,in_app,priya.shah,1,
4289,TCK-004289,382,394,2022-10-02,,open,how_to,medium,email,unassigned,4,
4290,TCK-004290,382,394,2026-04-26,2026-04-26,solved,how_to,medium,in_app,jonas.becker,1,2
4291,TCK-004291,382,394,2026-04-15,2026-04-15,solved,billing,low,email,jonas.becker,1,3
4292,TCK-004292,382,394,2024-09-26,2024-09-26,solved,bug,medium,in_app,emma.cole,1,
4293,TCK-004293,382,394,2025-12-08,2025-12-08,solved,outage,high,email,jonas.becker,1,5
4294,TCK-004294,382,394,2026-07-03,2026-07-03,solved,feature_request,medium,email,ava.nguyen,1,2
4295,TCK-004295,382,394,2026-06-07,2026-06-07,solved,how_to,medium,email,ava.nguyen,1,5
4296,TCK-004296,382,394,2024-11-16,2024-11-16,solved,feature_request,medium,email,ava.nguyen,2,2
4297,TCK-004297,382,394,2024-12-21,2024-12-21,solved,bug,medium,phone,jonas.becker,1,3
4298,TCK-004298,382,394,2025-08-21,2025-08-21,solved,how_to,low,in_app,ava.nguyen,4,5
4299,TCK-004299,382,394,2022-08-13,2022-08-13,closed,onboarding,medium,chat,priya.shah,1,5
4300,TCK-004300,382,394,2023-10-23,2023-10-23,solved,onboarding,medium,in_app,ava.nguyen,4,
4301,TCK-004301,382,394,2024-11-27,2024-11-27,solved,how_to,high,in_app,priya.shah,1,
4302,TCK-004302,382,394,2022-08-30,2022-08-30,solved,how_to,medium,chat,priya.shah,3,
4303,TCK-004303,382,394,2024-05-04,2024-05-04,solved,bug,urgent,in_app,jonas.becker,1,
4304,TCK-004304,382,394,2025-09-05,2025-09-06,solved,billing,low,in_app,priya.shah,2,3
4305,TCK-004305,382,394,2024-10-13,2024-10-13,solved,how_to,medium,phone,priya.shah,6,4
4306,TCK-004306,382,394,2024-03-22,2024-03-23,closed,feature_request,medium,email,jonas.becker,4,
4307,TCK-004307,382,394,2024-07-12,2024-07-12,solved,billing,low,email,jonas.becker,4,
4308,TCK-004308,382,394,2025-05-14,2025-05-14,solved,how_to,high,email,ava.nguyen,1,5
4309,TCK-004309,382,394,2023-10-03,2023-10-04,solved,onboarding,low,email,ava.nguyen,2,
4310,TCK-004310,382,394,2026-04-15,2026-04-16,solved,onboarding,medium,email,jonas.becker,7,
4311,TCK-004311,382,394,2023-06-21,2023-06-21,solved,onboarding,medium,chat,priya.shah,1,
4312,TCK-004312,382,394,2024-07-26,2024-07-26,solved,billing,high,email,jonas.becker,1,
4313,TCK-004313,382,394,2023-04-18,2023-04-18,closed,onboarding,low,in_app,priya.shah,1,4
4314,TCK-004314,382,394,2024-06-17,2024-06-17,solved,how_to,medium,email,jonas.becker,1,
4315,TCK-004315,382,394,2024-07-05,2024-07-05,solved,how_to,medium,email,marcus.holm,3,5
4316,TCK-004316,382,394,2023-08-17,2023-08-17,solved,how_to,medium,phone,marcus.holm,1,
4317,TCK-004317,382,394,2023-10-20,2023-10-20,solved,bug,low,in_app,emma.cole,1,5
4318,TCK-004318,382,394,2025-01-19,2025-01-19,solved,bug,urgent,phone,emma.cole,1,
4319,TCK-004319,382,394,2024-10-20,2024-10-21,solved,how_to,medium,in_app,jonas.becker,3,
4320,TCK-004320,382,394,2025-06-15,2025-06-15,solved,billing,low,in_app,emma.cole,1,3
4321,TCK-004321,382,394,2023-05-05,2023-05-05,solved,bug,medium,chat,ava.nguyen,2,5
4322,TCK-004322,382,394,2024-06-25,2024-06-25,solved,how_to,medium,in_app,jonas.becker,1,
4323,TCK-004323,382,394,2023-11-01,2023-11-01,closed,how_to,medium,in_app,marcus.holm,3,
4324,TCK-004324,382,394,2026-03-24,2026-03-24,closed,outage,urgent,phone,priya.shah,1,
4325,TCK-004325,382,394,2025-03-16,2025-03-16,solved,onboarding,medium,in_app,priya.shah,1,
4326,TCK-004326,382,394,2024-02-03,2024-02-03,closed,onboarding,urgent,in_app,emma.cole,1,3
4327,TCK-004327,382,394,2025-08-09,2025-08-09,solved,how_to,medium,in_app,priya.shah,5,
4328,TCK-004328,382,394,2026-04-06,,open,bug,medium,email,marcus.holm,8,
4329,TCK-004329,382,394,2022-10-21,2022-10-21,solved,bug,low,chat,jonas.becker,3,
4330,TCK-004330,382,394,2022-11-16,2022-11-16,solved,billing,high,email,marcus.holm,1,
4331,TCK-004331,382,394,2025-08-15,2025-08-15,solved,outage,high,chat,marcus.holm,1,
4332,TCK-004332,382,394,2023-11-13,2023-11-13,solved,how_to,high,email,emma.cole,1,
4333,TCK-004333,382,394,2025-02-13,2025-02-13,solved,how_to,medium,in_app,jonas.becker,1,
4334,TCK-004334,382,394,2025-11-18,2025-11-18,solved,onboarding,low,in_app,marcus.holm,1,3
4335,TCK-004335,382,394,2025-01-01,2025-01-01,closed,billing,low,email,jonas.becker,2,2
4336,TCK-004336,382,394,2024-09-30,2024-09-30,closed,bug,high,in_app,emma.cole,1,
4337,TCK-004337,382,394,2023-05-06,2023-05-06,closed,billing,medium,in_app,ava.nguyen,4,
4338,TCK-004338,382,394,2024-03-27,2024-03-27,solved,how_to,medium,chat,emma.cole,1,
4339,TCK-004339,382,394,2025-04-17,2025-04-19,closed,how_to,medium,email,priya.shah,8,
4340,TCK-004340,382,394,2024-06-01,2024-06-01,solved,how_to,medium,chat,emma.cole,1,
4341,TCK-004341,382,394,2026-03-28,2026-03-28,solved,how_to,low,email,ava.nguyen,1,
4342,TCK-004342,382,394,2023-03-18,2023-03-18,solved,how_to,high,in_app,ava.nguyen,1,
4343,TCK-004343,382,394,2025-11-07,,open,how_to,medium,email,marcus.holm,,
4344,TCK-004344,382,394,2024-06-25,2024-06-25,closed,how_to,low,email,jonas.becker,1,
4345,TCK-004345,382,394,2025-06-01,2025-06-03,solved,how_to,medium,email,ava.nguyen,17,
4346,TCK-004346,382,394,2025-03-10,2025-03-12,solved,onboarding,medium,email,marcus.holm,17,4
4347,TCK-004347,382,394,2023-01-13,2023-01-13,solved,outage,urgent,email,marcus.holm,1,4
4348,TCK-004348,382,394,2025-10-22,2025-10-22,closed,feature_request,low,in_app,jonas.becker,1,5
4349,TCK-004349,382,394,2023-06-06,2023-06-06,solved,bug,low,chat,emma.cole,1,
4350,TCK-004350,382,394,2022-08-23,2022-08-23,solved,bug,medium,in_app,jonas.becker,1,
4351,TCK-004351,382,394,2022-08-13,2022-08-14,solved,feature_request,medium,email,priya.shah,13,5
4352,TCK-004352,382,394,2024-10-01,2024-10-01,closed,how_to,medium,chat,emma.cole,1,
4353,TCK-004353,382,394,2024-02-25,2024-02-25,solved,onboarding,medium,email,emma.cole,1,4
4354,TCK-004354,382,394,2023-07-13,2023-07-13,solved,how_to,medium,email,ava.nguyen,2,
4355,TCK-004355,382,394,2025-11-09,2025-11-09,solved,how_to,medium,in_app,marcus.holm,3,2
4356,TCK-004356,382,394,2025-07-09,2025-07-09,solved,billing,low,email,jonas.becker,1,
4357,TCK-004357,382,394,2025-01-31,2025-01-31,solved,onboarding,medium,chat,priya.shah,5,
4358,TCK-004358,382,394,2026-07-17,2026-07-17,solved,outage,high,email,jonas.becker,1,
4359,TCK-004359,382,394,2022-11-07,2022-11-07,solved,bug,medium,email,jonas.becker,2,
4360,TCK-004360,382,394,2024-11-21,2024-11-21,solved,how_to,low,chat,marcus.holm,1,3
4361,TCK-004361,382,394,2024-11-15,2024-11-15,solved,feature_request,urgent,in_app,priya.shah,1,5
4362,TCK-004362,382,394,2024-12-13,2024-12-13,solved,how_to,high,in_app,priya.shah,1,
4363,TCK-004363,382,394,2025-04-11,2025-04-11,closed,billing,medium,email,priya.shah,4,5
4364,TCK-004364,382,394,2023-03-20,2023-03-20,solved,billing,high,in_app,jonas.becker,2,
4365,TCK-004365,382,394,2025-04-13,2025-04-13,solved,bug,medium,in_app,emma.cole,5,2
4366,TCK-004366,382,394,2026-01-29,2026-01-29,solved,feature_request,medium,email,marcus.holm,1,
4367,TCK-004367,382,394,2024-02-03,,open,how_to,low,chat,ava.nguyen,8,
4368,TCK-004368,382,394,2026-04-03,2026-04-03,solved,outage,urgent,email,emma.cole,1,
4369,TCK-004369,382,394,2025-07-09,2025-07-10,solved,billing,medium,email,emma.cole,9,2
4370,TCK-004370,382,394,2023-05-15,2023-05-16,solved,how_to,low,chat,priya.shah,3,3
4371,TCK-004371,382,394,2023-07-14,2023-07-14,solved,how_to,urgent,in_app,jonas.becker,1,
4372,TCK-004372,382,394,2024-10-27,2024-10-27,solved,how_to,medium,email,marcus.holm,1,
4373,TCK-004373,382,394,2024-01-02,2024-01-02,solved,billing,low,in_app,emma.cole,1,
4374,TCK-004374,382,394,2024-08-19,,open,bug,medium,email,emma.cole,8,
4375,TCK-004375,382,394,2023-11-16,2023-11-16,closed,how_to,low,email,jonas.becker,4,
4376,TCK-004376,382,394,2023-03-10,2023-03-11,solved,feature_request,low,email,emma.cole,13,5
4377,TCK-004377,382,394,2025-06-28,2025-06-28,solved,bug,high,email,ava.nguyen,1,
4378,TCK-004378,382,394,2026-05-31,2026-05-31,solved,billing,medium,email,marcus.holm,2,
4379,TCK-004379,382,394,2026-05-11,2026-05-11,solved,outage,high,in_app,priya.shah,1,
4380,TCK-004380,382,394,2025-06-18,2025-06-20,solved,how_to,medium,in_app,ava.nguyen,15,
4381,TCK-004381,382,394,2026-06-13,2026-06-13,closed,onboarding,high,email,priya.shah,1,
4382,TCK-004382,382,394,2025-01-26,2025-01-26,solved,billing,medium,in_app,jonas.becker,1,
4383,TCK-004383,382,394,2025-03-28,2025-03-28,solved,bug,urgent,email,priya.shah,1,
4384,TCK-004384,383,395,2026-04-18,2026-04-18,solved,bug,medium,email,jonas.becker,1,
4385,TCK-004385,383,395,2026-05-09,2026-05-09,solved,bug,low,chat,priya.shah,1,4
4386,TCK-004386,383,395,2026-07-08,2026-07-08,solved,bug,low,in_app,jonas.becker,1,
4387,TCK-004387,383,395,2026-08-01,2026-08-01,solved,onboarding,high,in_app,priya.shah,1,5
4388,TCK-004388,384,,2025-11-07,2025-11-07,solved,billing,medium,in_app,emma.cole,1,
4389,TCK-004389,384,396,2025-05-14,2025-05-17,solved,billing,medium,chat,priya.shah,11,4
4390,TCK-004390,384,397,2026-06-14,2026-06-14,solved,how_to,medium,chat,priya.shah,1,
4391,TCK-004391,384,397,2026-06-08,2026-06-09,solved,how_to,medium,email,marcus.holm,7,5
4392,TCK-004392,384,396,2025-03-31,2025-03-31,closed,how_to,medium,email,jonas.becker,1,
4393,TCK-004393,384,,2025-10-10,2025-10-10,solved,billing,high,phone,marcus.holm,2,5
4394,TCK-004394,384,397,2026-06-08,,open,how_to,high,email,marcus.holm,24,
4395,TCK-004395,384,397,2026-07-22,2026-07-23,solved,how_to,low,in_app,ava.nguyen,2,
4396,TCK-004396,384,397,2026-04-12,2026-04-12,solved,bug,medium,email,marcus.holm,2,2
4397,TCK-004397,384,,2025-11-13,2025-11-13,solved,bug,medium,email,marcus.holm,3,5
4398,TCK-004398,384,397,2026-03-01,2026-03-01,closed,billing,low,email,jonas.becker,2,
4399,TCK-004399,384,396,2025-04-23,2025-04-24,solved,how_to,low,chat,priya.shah,9,4
4400,TCK-004400,384,397,2025-12-16,2025-12-16,solved,bug,low,email,emma.cole,1,
4401,TCK-004401,385,398,2025-01-12,2025-01-12,solved,how_to,medium,phone,ava.nguyen,1,
4402,TCK-004402,385,398,2025-01-01,2025-01-01,solved,bug,medium,email,ava.nguyen,3,
4403,TCK-004403,385,398,2024-09-21,2024-09-21,solved,how_to,high,in_app,emma.cole,1,4
4404,TCK-004404,385,398,2024-12-06,2024-12-06,solved,feature_request,low,in_app,ava.nguyen,3,
4405,TCK-004405,385,398,2026-06-21,2026-06-21,solved,bug,urgent,email,jonas.becker,4,4
4406,TCK-004406,385,398,2026-03-31,2026-03-31,solved,how_to,medium,email,priya.shah,2,5
4407,TCK-004407,385,398,2026-06-07,2026-06-08,solved,feature_request,medium,in_app,marcus.holm,14,5
4408,TCK-004408,385,398,2025-12-20,2025-12-20,closed,how_to,low,in_app,priya.shah,3,5
4409,TCK-004409,385,398,2025-11-06,2025-11-06,solved,how_to,high,email,ava.nguyen,1,5
4410,TCK-004410,385,398,2024-11-14,2024-11-14,solved,bug,low,chat,emma.cole,1,3
4411,TCK-004411,386,399,2026-02-02,2026-02-02,closed,bug,high,email,priya.shah,1,4
4412,TCK-004412,386,399,2026-08-27,2026-08-27,closed,bug,medium,email,marcus.holm,1,
4413,TCK-004413,386,399,2026-03-03,2026-03-03,closed,how_to,medium,chat,jonas.becker,1,
4414,TCK-004414,386,399,2026-06-01,2026-06-01,solved,onboarding,urgent,email,emma.cole,1,
4415,TCK-004415,387,400,2026-01-04,2026-01-04,solved,bug,medium,email,marcus.holm,2,
4416,TCK-004416,387,400,2026-07-19,2026-07-19,solved,bug,medium,in_app,jonas.becker,3,
4417,TCK-004417,387,400,2026-05-28,,open,how_to,medium,chat,emma.cole,8,
4418,TCK-004418,387,400,2026-07-28,2026-07-28,solved,how_to,medium,in_app,ava.nguyen,2,
4419,TCK-004419,387,400,2026-04-14,2026-04-14,solved,onboarding,low,chat,marcus.holm,1,
4420,TCK-004420,387,400,2026-02-10,2026-02-10,solved,bug,high,email,ava.nguyen,2,
4421,TCK-004421,387,400,2026-01-28,2026-01-28,closed,how_to,high,email,priya.shah,1,5
4422,TCK-004422,387,400,2025-12-27,2025-12-27,solved,feature_request,low,email,jonas.becker,3,
4423,TCK-004423,387,400,2026-07-13,2026-07-13,solved,how_to,medium,email,jonas.becker,2,
4424,TCK-004424,387,400,2026-03-05,2026-03-05,solved,feature_request,high,phone,priya.shah,1,
4425,TCK-004425,388,401,2025-06-20,2025-06-20,solved,onboarding,medium,email,ava.nguyen,3,
4426,TCK-004426,388,401,2026-07-10,2026-07-10,closed,bug,medium,chat,jonas.becker,1,
4427,TCK-004427,388,401,2026-06-11,2026-06-11,solved,onboarding,high,in_app,marcus.holm,3,
4428,TCK-004428,388,401,2025-11-22,2025-11-23,closed,feature_request,low,in_app,ava.nguyen,8,
4429,TCK-004429,388,401,2025-10-12,2025-10-12,closed,onboarding,high,email,marcus.holm,1,
4430,TCK-004430,388,401,2026-08-02,2026-08-03,solved,billing,low,email,jonas.becker,6,
4431,TCK-004431,388,401,2026-02-22,2026-02-23,solved,how_to,medium,chat,emma.cole,7,
4432,TCK-004432,388,401,2025-07-27,2025-07-27,solved,how_to,medium,in_app,jonas.becker,1,
4433,TCK-004433,388,401,2025-07-20,,open,how_to,low,in_app,ava.nguyen,4,
4434,TCK-004434,388,401,2026-03-01,2026-03-02,solved,bug,medium,email,ava.nguyen,3,
4435,TCK-004435,389,402,2024-11-09,2024-11-09,closed,bug,medium,email,ava.nguyen,1,5
4436,TCK-004436,389,402,2024-06-06,2024-06-06,solved,billing,medium,chat,priya.shah,4,
4437,TCK-004437,389,402,2024-08-01,2024-08-01,closed,how_to,low,email,priya.shah,1,
4438,TCK-004438,389,402,2024-05-02,2024-05-02,solved,how_to,medium,email,priya.shah,6,5
4439,TCK-004439,389,402,2024-10-03,2024-10-03,solved,how_to,medium,phone,priya.shah,1,5
4440,TCK-004440,390,403,2026-04-20,2026-04-21,solved,bug,medium,in_app,ava.nguyen,3,3
4441,TCK-004441,390,403,2025-07-31,2025-07-31,closed,billing,high,chat,emma.cole,1,
4442,TCK-004442,390,403,2025-09-29,,open,feature_request,medium,in_app,jonas.becker,2,
4443,TCK-004443,390,403,2025-02-03,2025-02-03,solved,billing,low,chat,emma.cole,1,5
4444,TCK-004444,390,403,2025-08-13,,open,how_to,low,email,emma.cole,4,
4445,TCK-004445,390,403,2025-02-18,2025-02-18,solved,how_to,medium,email,jonas.becker,1,4
4446,TCK-004446,390,403,2025-03-19,2025-03-19,solved,onboarding,low,in_app,emma.cole,3,4
4447,TCK-004447,390,403,2026-01-02,2026-01-02,solved,feature_request,high,email,jonas.becker,1,
4448,TCK-004448,390,403,2026-07-12,2026-07-12,solved,feature_request,low,chat,marcus.holm,2,4
4449,TCK-004449,391,404,2026-08-23,2026-08-23,solved,how_to,low,in_app,jonas.becker,4,4
4450,TCK-004450,392,405,2026-04-28,2026-04-28,solved,how_to,high,chat,marcus.holm,1,
4451,TCK-004451,392,405,2026-05-19,2026-05-19,solved,how_to,medium,email,marcus.holm,4,
4452,TCK-004452,393,406,2025-03-03,2025-03-03,solved,how_to,low,phone,ava.nguyen,1,
4453,TCK-004453,393,406,2024-12-20,2024-12-20,closed,billing,low,email,marcus.holm,1,
4454,TCK-004454,393,406,2025-01-14,2025-01-14,solved,how_to,medium,in_app,emma.cole,1,3
4455,TCK-004455,394,407,2026-03-08,2026-03-08,solved,onboarding,high,in_app,emma.cole,1,
4456,TCK-004456,394,407,2025-08-09,2025-08-10,closed,bug,medium,email,ava.nguyen,5,
4457,TCK-004457,394,407,2024-08-15,,open,bug,low,email,priya.shah,4,
4458,TCK-004458,394,407,2026-01-25,2026-01-25,solved,how_to,urgent,email,jonas.becker,2,5
4459,TCK-004459,394,407,2025-03-08,,open,feature_request,high,email,ava.nguyen,4,
4460,TCK-004460,394,407,2025-07-07,2025-07-08,closed,how_to,medium,email,ava.nguyen,5,
4461,TCK-004461,394,407,2025-08-20,2025-08-20,solved,bug,medium,chat,emma.cole,1,5
4462,TCK-004462,394,407,2026-08-22,2026-08-22,solved,bug,low,email,emma.cole,1,
4463,TCK-004463,394,407,2024-09-24,2024-09-25,solved,how_to,low,email,jonas.becker,3,
4464,TCK-004464,394,407,2025-01-06,2025-01-06,solved,feature_request,low,in_app,ava.nguyen,3,4
4465,TCK-004465,394,407,2025-05-31,2025-05-31,solved,billing,high,in_app,emma.cole,3,5
4466,TCK-004466,394,407,2025-10-21,2025-10-21,solved,how_to,urgent,phone,emma.cole,1,
4467,TCK-004467,394,407,2024-08-21,2024-08-21,solved,how_to,high,in_app,jonas.becker,1,
4468,TCK-004468,394,407,2026-05-02,2026-05-02,solved,how_to,medium,email,emma.cole,1,4
4469,TCK-004469,394,407,2026-08-28,2026-08-28,solved,billing,low,in_app,priya.shah,4,
4470,TCK-004470,394,407,2025-08-02,2025-08-02,solved,feature_request,urgent,in_app,jonas.becker,1,
4471,TCK-004471,394,407,2025-06-26,2025-06-26,closed,how_to,medium,email,priya.shah,2,
4472,TCK-004472,394,407,2025-08-11,2025-08-11,solved,billing,medium,email,emma.cole,1,
4473,TCK-004473,394,407,2024-11-08,,open,feature_request,medium,in_app,unassigned,,
4474,TCK-004474,394,407,2026-05-07,2026-05-08,solved,how_to,medium,in_app,jonas.becker,3,5
4475,TCK-004475,395,408,2025-09-29,2025-09-29,solved,onboarding,low,chat,emma.cole,1,5
4476,TCK-004476,395,408,2026-02-17,2026-02-17,closed,billing,low,in_app,ava.nguyen,1,5
4477,TCK-004477,395,408,2026-01-24,2026-01-25,solved,billing,medium,email,marcus.holm,4,
4478,TCK-004478,395,408,2026-04-24,2026-04-24,solved,bug,high,in_app,ava.nguyen,1,
4479,TCK-004479,395,408,2025-12-24,2025-12-24,solved,onboarding,medium,phone,marcus.holm,1,
4480,TCK-004480,395,408,2025-09-10,2025-09-10,solved,feature_request,high,chat,jonas.becker,1,5
4481,TCK-004481,395,408,2026-03-16,2026-03-16,solved,how_to,medium,phone,emma.cole,1,5
4482,TCK-004482,395,408,2026-03-08,2026-03-08,solved,how_to,high,phone,emma.cole,1,
4483,TCK-004483,395,408,2025-11-19,2025-11-19,solved,feature_request,low,email,emma.cole,2,4
4484,TCK-004484,395,408,2026-07-10,2026-07-10,solved,bug,medium,email,emma.cole,1,
4485,TCK-004485,395,408,2026-03-29,,open,how_to,medium,chat,unassigned,2,
4486,TCK-004486,396,409,2025-10-15,2025-10-17,solved,how_to,low,chat,emma.cole,20,
4487,TCK-004487,396,409,2026-06-27,2026-06-27,solved,how_to,medium,in_app,ava.nguyen,1,5
4488,TCK-004488,396,409,2025-08-16,2025-08-16,solved,how_to,medium,email,priya.shah,1,4
4489,TCK-004489,396,409,2025-03-24,2025-03-24,solved,onboarding,medium,phone,jonas.becker,2,5
4490,TCK-004490,396,409,2025-02-05,2025-02-05,solved,how_to,medium,in_app,jonas.becker,1,
4491,TCK-004491,397,410,2023-12-14,2023-12-14,solved,feature_request,high,email,jonas.becker,1,
4492,TCK-004492,398,411,2024-10-19,2024-10-19,solved,billing,high,in_app,emma.cole,1,5
4493,TCK-004493,398,411,2025-09-30,2025-09-30,solved,feature_request,medium,in_app,marcus.holm,1,
4494,TCK-004494,398,411,2026-06-29,2026-06-29,closed,how_to,urgent,email,emma.cole,1,5
4495,TCK-004495,398,411,2025-02-21,2025-02-21,closed,bug,low,chat,ava.nguyen,1,
4496,TCK-004496,398,411,2025-02-12,2025-02-12,solved,how_to,urgent,email,emma.cole,1,
4497,TCK-004497,398,411,2024-10-01,2024-10-01,solved,bug,high,email,marcus.holm,1,4
4498,TCK-004498,398,411,2024-09-12,2024-09-12,solved,how_to,medium,in_app,marcus.holm,1,
4499,TCK-004499,398,411,2026-02-21,2026-02-21,closed,bug,medium,in_app,marcus.holm,3,5
4500,TCK-004500,398,411,2025-05-30,2025-05-31,solved,outage,high,email,marcus.holm,3,5
4501,TCK-004501,398,411,2026-06-19,2026-06-19,closed,billing,medium,email,jonas.becker,1,
4502,TCK-004502,398,411,2026-07-05,2026-07-05,solved,how_to,low,in_app,priya.shah,1,5
4503,TCK-004503,398,411,2026-08-22,2026-08-22,solved,feature_request,low,in_app,ava.nguyen,3,5
4504,TCK-004504,398,411,2024-08-31,2024-08-31,solved,bug,medium,email,emma.cole,1,
4505,TCK-004505,399,412,2026-02-09,2026-02-09,closed,bug,low,email,emma.cole,1,
4506,TCK-004506,399,412,2025-10-05,2025-10-05,solved,billing,low,email,ava.nguyen,1,5
4507,TCK-004507,400,413,2026-06-20,2026-06-20,closed,bug,medium,email,ava.nguyen,3,
4508,TCK-004508,400,413,2026-07-03,2026-07-03,closed,billing,low,email,ava.nguyen,4,
4509,TCK-004509,400,413,2026-08-27,2026-08-27,solved,how_to,low,in_app,ava.nguyen,3,5
4510,TCK-004510,400,413,2026-07-20,2026-07-21,closed,billing,low,email,marcus.holm,1,4
4511,TCK-004511,400,413,2026-06-30,2026-06-30,solved,how_to,low,email,jonas.becker,1,
4512,TCK-004512,401,414,2026-06-11,2026-06-11,solved,how_to,low,email,jonas.becker,1,
4513,TCK-004513,401,414,2025-03-18,2025-03-18,closed,how_to,medium,chat,jonas.becker,1,
4514,TCK-004514,401,414,2025-12-14,2025-12-14,solved,feature_request,low,email,marcus.holm,1,
4515,TCK-004515,401,414,2025-04-04,2025-04-04,solved,onboarding,high,email,ava.nguyen,1,4
4516,TCK-004516,401,414,2026-07-12,,open,feature_request,low,chat,marcus.holm,,
4517,TCK-004517,401,414,2024-09-10,2024-09-10,solved,how_to,high,in_app,marcus.holm,1,5
4518,TCK-004518,402,415,2026-05-14,2026-05-14,solved,bug,low,chat,ava.nguyen,1,3
4519,TCK-004519,403,416,2026-06-11,2026-06-11,solved,how_to,medium,email,marcus.holm,1,5
4520,TCK-004520,403,416,2026-08-29,2026-08-29,solved,billing,low,in_app,marcus.holm,1,2
4521,TCK-004521,403,416,2026-05-11,2026-05-11,solved,feature_request,medium,email,marcus.holm,1,
4522,TCK-004522,403,416,2026-06-26,2026-06-26,closed,bug,low,chat,priya.shah,1,
4523,TCK-004523,403,416,2026-05-26,2026-05-26,closed,how_to,medium,email,marcus.holm,1,
4524,TCK-004524,403,416,2026-04-06,,open,bug,low,email,marcus.holm,,
4525,TCK-004525,403,416,2026-07-06,2026-07-06,solved,how_to,high,phone,jonas.becker,1,4
4526,TCK-004526,404,417,2025-09-22,2025-09-22,solved,bug,medium,email,jonas.becker,2,
4527,TCK-004527,404,417,2026-01-19,2026-01-19,solved,feature_request,urgent,email,priya.shah,1,5
4528,TCK-004528,404,417,2025-10-17,2025-10-17,solved,how_to,medium,in_app,marcus.holm,1,
4529,TCK-004529,405,418,2024-03-01,2024-03-01,solved,bug,low,chat,jonas.becker,2,
4530,TCK-004530,405,418,2024-04-08,2024-04-08,solved,feature_request,medium,chat,jonas.becker,1,
4531,TCK-004531,405,418,2024-10-05,2024-10-05,solved,billing,low,in_app,marcus.holm,1,3
4532,TCK-004532,405,418,2024-03-14,2024-03-14,solved,how_to,high,in_app,priya.shah,3,5
4533,TCK-004533,406,419,2024-03-19,2024-03-19,solved,billing,low,email,jonas.becker,1,
4534,TCK-004534,406,419,2025-11-17,2025-11-17,solved,how_to,low,in_app,marcus.holm,6,
4535,TCK-004535,406,419,2024-07-03,2024-07-03,closed,onboarding,medium,in_app,jonas.becker,1,
4536,TCK-004536,406,419,2025-10-15,2025-10-15,solved,bug,medium,phone,ava.nguyen,1,
4537,TCK-004537,406,419,2024-03-29,2024-03-29,solved,how_to,medium,in_app,marcus.holm,3,
4538,TCK-004538,406,419,2024-03-14,2024-03-15,closed,how_to,medium,in_app,marcus.holm,3,
4539,TCK-004539,406,419,2025-05-18,2025-05-18,solved,how_to,high,email,marcus.holm,4,
4540,TCK-004540,406,419,2025-05-22,2025-05-22,solved,onboarding,medium,email,jonas.becker,2,5
4541,TCK-004541,406,419,2024-01-08,2024-01-08,solved,feature_request,low,email,emma.cole,1,
4542,TCK-004542,406,419,2023-10-03,,open,how_to,medium,in_app,unassigned,,
4543,TCK-004543,406,419,2025-08-03,2025-08-03,solved,how_to,high,email,priya.shah,1,
4544,TCK-004544,406,419,2025-04-29,2025-04-29,solved,how_to,medium,email,priya.shah,1,
4545,TCK-004545,406,419,2024-10-02,2024-10-02,solved,feature_request,medium,email,emma.cole,1,
4546,TCK-004546,406,419,2025-05-25,2025-05-25,closed,feature_request,high,in_app,jonas.becker,1,4
4547,TCK-004547,406,419,2025-10-02,2025-10-02,solved,feature_request,low,email,marcus.holm,1,2
4548,TCK-004548,407,420,2025-07-01,2025-07-01,solved,billing,medium,email,ava.nguyen,1,3
4549,TCK-004549,407,420,2026-01-31,2026-02-01,solved,how_to,medium,email,emma.cole,10,
4550,TCK-004550,407,420,2026-03-15,2026-03-15,solved,billing,medium,email,emma.cole,1,1
4551,TCK-004551,407,420,2025-10-07,2025-10-08,solved,feature_request,low,in_app,ava.nguyen,7,
4552,TCK-004552,407,420,2026-03-01,2026-03-01,solved,how_to,medium,chat,marcus.holm,1,
4553,TCK-004553,407,420,2024-01-04,2024-01-04,solved,bug,medium,email,priya.shah,1,4
4554,TCK-004554,407,420,2026-05-28,2026-05-28,solved,how_to,low,in_app,priya.shah,1,1
4555,TCK-004555,407,420,2024-07-25,2024-07-25,closed,bug,low,phone,marcus.holm,1,
4556,TCK-004556,407,420,2023-05-10,2023-05-10,solved,billing,medium,email,jonas.becker,1,
4557,TCK-004557,407,420,2024-01-06,2024-01-06,solved,feature_request,medium,email,emma.cole,1,4
4558,TCK-004558,407,420,2026-04-05,,open,how_to,low,chat,jonas.becker,24,
4559,TCK-004559,407,420,2024-08-15,2024-08-15,solved,how_to,high,chat,ava.nguyen,2,4
4560,TCK-004560,407,420,2023-06-30,2023-06-30,solved,billing,low,email,priya.shah,2,
4561,TCK-004561,407,420,2024-11-08,2024-11-08,solved,bug,medium,email,jonas.becker,6,
4562,TCK-004562,407,420,2024-09-17,2024-09-17,solved,how_to,urgent,email,priya.shah,1,2
4563,TCK-004563,407,420,2025-08-26,2025-08-26,solved,onboarding,medium,in_app,jonas.becker,1,
